psp_id,mp_id,family_name,given_name,title_pre,title_post,birth_date,death_date,gender,region_id,region_name_cs,region_name_en,list_id,list_abbreviation,list_name_cs,list_name_en,last_group_id,last_group_abbreviation,last_group_name_cs,last_group_name_en,last_group_since,last_group_until,since,until,current,full_term,web,street,municipality,postcode,email,phone,fax,psp_phone,facebook
1562,5909,Farský,Jan,Mgr.,,1979-07-11,,M,581,Hlavní město Praha,Capital Prague,1289.0,STAN,Starostove a nezavisli,Mayors and Independents,1536,STAN,Poslanecký klub Starostové a nezávislí,Political group Mayors and Independents,2021-10-15,2022-02-15,2017-10-21,2021-10-20,False,False,,,,,,,,,
1610,6464,Kořanová,Barbora,Mgr.,,1984-09-27,,Ž,584,Plzeňský,Plzen,1104.0,ANO2011,ANO2011,ANO2011,1292,ANO,Poslanecký klub ANO 2011,Political group ANO 2011,2017-10-24,2021-10-20,2017-10-21,2021-10-20,False,False,,,,,,,,,
1730,6619,Kalátová,Iva,Ing.,,1962-11-17,,Ž,585,Karlovarský,Karlovy Vary,1104.0,ANO2011,ANO2011,ANO2011,1292,ANO,Poslanecký klub ANO 2011,Political group ANO 2011,2019-04-15,2021-10-20,2019-04-15,2021-10-20,False,False,,,,,,,,,
1702,6493,Ventruba,Jiří,MUDr.,CSc.,1950-02-02,,M,591,Jihomoravský,Southern Moravia,155.0,ODS,Občanská demokratická strana,Civic Democratic Party,1295,ODS,Poslanecký klub Občanské demokratické strany,Political group Civic Democratic Party,2017-10-24,2021-03-09,2017-10-21,2021-03-09,False,False,,,,,,,,,
1674,6521,Rozvoral,Radek,,,1967-06-28,,M,582,Středočeský,Central Bohemia,1291.0,SPD,Svoboda a prima demokracie - Tomio Okamura,Freedom and Direct Democracy - Tomio Okamura,1540,SPD,Poslanecký klub Svoboda a přímá demokracie,Political group Freedom and Direct Democracy,2021-10-12,,2017-10-21,2021-10-20,True,True,,,,,,,,,
1706,6491,Vojtěch,Adam,Mgr. et Mgr.,,1986-10-02,,M,583,Jihočeský,Southern Bohemia,1104.0,ANO2011,ANO2011,ANO2011,1292,ANO,Poslanecký klub ANO 2011,Political group ANO 2011,2017-10-24,2021-10-20,2017-10-21,2021-10-20,False,False,,,,,,,,,
1548,6434,Brzobohatá,Andrea,,,1971-06-09,,Ž,582,Středočeský,Central Bohemia,1104.0,ANO2011,ANO2011,ANO2011,1292,ANO,Poslanecký klub ANO 2011,Political group ANO 2011,2017-10-24,2021-10-20,2017-10-21,2021-10-20,False,False,,,,,,,,,
1733,6623,Babka,Ondřej,Ing.,,1994-02-22,,M,583,Jihočeský,Southern Bohemia,1104.0,ANO2011,ANO2011,ANO2011,1537,ANO,Poslanecký klub ANO 2011,Political group ANO 2011,2021-10-12,,2019-07-02,2021-10-20,True,False,,,,,,,,,
1673,6522,Rozner,Miloslav,,,1977-03-29,,M,583,Jihočeský,Southern Bohemia,1291.0,SPD,Svoboda a prima demokracie - Tomio Okamura,Freedom and Direct Democracy - Tomio Okamura,1298,SPD,Poslanecký klub Svoboda a přímá demokracie,Political group Freedom and Direct Democracy,2017-10-26,2021-10-20,2017-10-21,2021-10-20,False,False,,,,,,,,,
1685,5969,Stanjura,Zbyněk,Ing.,,1964-02-15,,M,594,Moravskoslezský,Moravia-Silesia,155.0,ODS,Občanská demokratická strana,Civic Democratic Party,1538,ODS,Poslanecký klub Občanské demokratické strany,Political group Civic Democratic Party,2021-10-12,,2017-10-21,2021-10-20,True,True,,,,,,,,,
1717,5844,Zahradník,Jan,RNDr.,,1949-03-23,,M,583,Jihočeský,Southern Bohemia,155.0,ODS,Občanská demokratická strana,Civic Democratic Party,1295,ODS,Poslanecký klub Občanské demokratické strany,Political group Civic Democratic Party,2017-10-24,2021-10-20,2017-10-21,2021-10-20,False,False,,,,,,,,,
1666,6525,Pustějovský,Pavel,Ing.,,1972-01-17,,M,593,Zlínský,Zlin,1104.0,ANO2011,ANO2011,ANO2011,1292,ANO,Poslanecký klub ANO 2011,Political group ANO 2011,2017-10-24,2021-10-20,2017-10-21,2021-10-20,False,False,,,,,,,,,
1602,6498,Klaus,Václav,Mgr.,,1969-09-10,,M,581,Hlavní město Praha,Capital Prague,155.0,ODS,Občanská demokratická strana,Civic Democratic Party,1500,Nezařaz,Nezařazení,Unaffiliated Deputies,2019-03-17,2021-10-20,2017-10-21,2021-10-20,False,False,,,,,,,,,
1530,6178,Bartošek,Jan,Ing.,,1971-11-10,,M,583,Jihočeský,Southern Bohemia,151.0,KDU-ČSL,Křesťanská a demokratická unie - Československá strana lidová,Christian Democratic Union - Czechoslovak People's Party,1539,KDU-ČSL,Poslanecký klub KDU-ČSL,Political Group of the Christian and Democratic Union - Czechoslovak People's Party,2021-10-12,,2017-10-21,2021-10-20,True,True,,,,,,,,,
1551,5903,Černochová,Jana,Mgr.,,1973-10-26,,Ž,581,Hlavní město Praha,Capital Prague,155.0,ODS,Občanská demokratická strana,Civic Democratic Party,1538,ODS,Poslanecký klub Občanské demokratické strany,Political group Civic Democratic Party,2021-10-12,,2017-10-21,2021-10-20,True,True,,,,,,,,,
1533,6002,Běhounek,Jiří,MUDr.,,1952-05-13,,M,590,Vysočina,Vysocina,153.0,CSSD,Česká strana sociálně demokratická,Czech Social Democratic Party,1294,ČSSD,Poslanecký klub České strany sociálně demokratické,Political group Czech Social Democratic Party,2017-10-27,2021-10-20,2017-10-21,2021-10-20,False,False,,,,,,,,,
1573,5914,Gazdík,Petr,Mgr.,,1974-06-26,,M,593,Zlínský,Zlin,1289.0,STAN,Starostove a nezavisli,Mayors and Independents,1536,STAN,Poslanecký klub Starostové a nezávislí,Political group Mayors and Independents,2021-10-15,,2017-10-21,2021-10-20,True,True,,,,,,,,,
1739,6691,Šindelář,Pavel,Mgr.,,1980-12-14,,M,584,Plzeňský,Plzen,155.0,ODS,Občanská demokratická strana,Civic Democratic Party,1295,ODS,Poslanecký klub Občanské demokratické strany,Political group Civic Democratic Party,2021-03-01,2021-10-20,2021-03-01,2021-10-20,False,False,,,,,,,,,
1557,6431,Dražilová,Lenka,Mgr.,MBA,1963-09-13,,Ž,591,Jihomoravský,Southern Moravia,1104.0,ANO2011,ANO2011,ANO2011,1537,ANO,Poslanecký klub ANO 2011,Political group ANO 2011,2021-10-12,,2017-10-21,2021-10-20,True,True,,,,,,,,,
1731,6624,Navrkal,František,Bc.,,1992-09-15,,M,586,Ústecký,Usti nad Labem,1290.0,Piráti,Česká pirátská strana,Czech Pirate Party,1300,Piráti,Poslanecký klub České pirátské strany,Political group Czech Pirate Party,2019-06-06,2021-10-20,2019-06-06,2021-10-20,False,False,,,,,,,,,
1681,6418,Skopeček,Jan,Ing. et Ing.,Ph.D.,1980-10-21,,M,582,Středočeský,Central Bohemia,155.0,ODS,Občanská demokratická strana,Civic Democratic Party,1538,ODS,Poslanecký klub Občanské demokratické strany,Political group Civic Democratic Party,2021-10-12,,2017-10-21,2021-10-20,True,True,,,,,,,,,
1734,6661,Blažková,Irena,,,1969-05-06,,Ž,592,Olomoucký,Olomouc,1104.0,ANO2011,ANO2011,ANO2011,1292,ANO,Poslanecký klub ANO 2011,Political group ANO 2011,2020-07-31,2021-10-20,2020-07-31,2021-10-20,False,False,,,,,,,,,
1720,5226,Žáček,Pavel,PhDr.,Ph.D.,1969-05-18,,M,581,Hlavní město Praha,Capital Prague,155.0,ODS,Občanská demokratická strana,Civic Democratic Party,1538,ODS,Poslanecký klub Občanské demokratické strany,Political group Civic Democratic Party,2021-10-12,,2017-10-21,2021-10-20,True,True,,,,,,,,,
1581,6453,Hnilička,Milan,,,1973-06-25,,M,582,Středočeský,Central Bohemia,1104.0,ANO2011,ANO2011,ANO2011,1292,ANO,Poslanecký klub ANO 2011,Political group ANO 2011,2017-10-24,2021-01-26,2017-10-21,2021-01-26,False,False,,,,,,,,,
1716,6161,Vyzula,Rostislav,prof. MUDr.,CSc.,1952-12-03,,M,591,Jihomoravský,Southern Moravia,1104.0,ANO2011,ANO2011,ANO2011,1292,ANO,Poslanecký klub ANO 2011,Political group ANO 2011,2017-10-24,2021-10-20,2017-10-21,2021-10-20,False,False,,,,,,,,,
1584,6455,Hrnčíř,Jan,PhDr. Ing. Mgr.,"MBA, LL.M.",1977-05-01,,M,591,Jihomoravský,Southern Moravia,1291.0,SPD,Svoboda a prima demokracie - Tomio Okamura,Freedom and Direct Democracy - Tomio Okamura,1540,SPD,Poslanecký klub Svoboda a přímá demokracie,Political group Freedom and Direct Democracy,2021-10-12,,2017-10-21,2021-10-20,True,True,,,,,,,,,
1615,6465,Kozlová,Lenka,,,1960-10-27,,Ž,582,Středočeský,Central Bohemia,1290.0,Piráti,Česká pirátská strana,Czech Pirate Party,1300,Piráti,Poslanecký klub České pirátské strany,Political group Czech Pirate Party,2017-10-22,2021-10-20,2017-10-21,2021-10-20,False,False,,,,,,,,,
1722,6539,Pour,Milan,Ing.,,1965-06-06,,M,582,Středočeský,Central Bohemia,1104.0,ANO2011,ANO2011,ANO2011,1292,ANO,Poslanecký klub ANO 2011,Political group ANO 2011,2017-11-24,2021-10-20,2017-11-24,2021-10-20,False,False,,,,,,,,,
1546,6184,Brabec,Richard,Mgr.,,1966-07-05,,M,586,Ústecký,Usti nad Labem,1104.0,ANO2011,ANO2011,ANO2011,1537,ANO,Poslanecký klub ANO 2011,Political group ANO 2011,2021-10-12,,2017-10-21,2021-10-20,True,True,,,,,,,,,
1589,6459,Janda,Jakub,Mgr.,,1978-04-27,,M,594,Moravskoslezský,Moravia-Silesia,155.0,ODS,Občanská demokratická strana,Civic Democratic Party,1538,ODS,Poslanecký klub Občanské demokratické strany,Political group Civic Democratic Party,2021-10-12,,2017-10-21,2021-10-20,True,True,,,,,,,,,
1556,6430,Dostálová,Klára,Ing.,,1971-03-13,,Ž,588,Královéhradecký,Hradec Kralove,1104.0,ANO2011,ANO2011,ANO2011,1537,ANO,Poslanecký klub ANO 2011,Political group ANO 2011,2021-10-12,2024-06-28,2017-10-21,2021-10-20,False,False,,,,,,,,,
1729,5272,Votava,Václav,Ing.,,1956-06-18,,M,584,Plzeňský,Plzen,153.0,CSSD,Česká strana sociálně demokratická,Czech Social Democratic Party,1294,ČSSD,Poslanecký klub České strany sociálně demokratické,Political group Czech Social Democratic Party,2019-04-14,2021-10-20,2019-04-14,2021-10-20,False,False,,,,,,,,,
1547,6185,Brázdil,Milan,MUDr.,,1962-11-05,,M,592,Olomoucký,Olomouc,1104.0,ANO2011,ANO2011,ANO2011,1537,ANO,Poslanecký klub ANO 2011,Political group ANO 2011,2021-10-12,,2017-10-21,2021-10-20,True,True,,,,,,,,,
1612,6246,Kott,Josef,Ing.,,1970-11-15,,M,590,Vysočina,Vysocina,1104.0,ANO2011,ANO2011,ANO2011,1537,ANO,Poslanecký klub ANO 2011,Political group ANO 2011,2021-10-12,,2017-10-21,2021-10-20,True,True,,,,,,,,,
1724,6541,Pávek,Petr,Ing.,,1963-05-13,,M,587,Liberecký,Liberec,1289.0,STAN,Starostove a nezavisli,Mayors and Independents,1296,STAN,Poslanecký klub Starostové a nezávislí,Political group Mayors and Independents,2017-11-24,2021-10-20,2017-11-24,2021-10-20,False,False,,,,,,,,,
1655,6409,Petrtýl,František,Ing.,,1959-03-09,,M,582,Středočeský,Central Bohemia,1104.0,ANO2011,ANO2011,ANO2011,1537,ANO,Poslanecký klub ANO 2011,Political group ANO 2011,2021-10-12,,2017-10-21,2021-10-20,True,True,,,,,,,,,
1554,5261,Dolejš,Jiří,Ing.,,1961-01-24,,M,581,Hlavní město Praha,Capital Prague,154.0,KSCM,Komunistická strana Čech a Moravy,Communist Party of Bohemia and Moravia,1293,KSČM,Poslanecký klub Komunistické strany Čech a Moravy,Political group Communist Party of Bohemia and Moravia,2017-10-24,2021-10-20,2017-10-21,2021-10-20,False,False,,,,,,,,,
1714,6513,Výborný,Marek,Mgr.,,1976-07-10,,M,589,Pardubický,Pardubice,151.0,KDU-ČSL,Křesťanská a demokratická unie - Československá strana lidová,Christian Democratic Union - Czechoslovak People's Party,1539,KDU-ČSL,Poslanecký klub KDU-ČSL,Political Group of the Christian and Democratic Union - Czechoslovak People's Party,2021-10-12,,2017-10-21,2021-10-20,True,True,,,,,,,,,
1679,6517,Schiller,Jan,Ing.,,1972-04-06,,M,586,Ústecký,Usti nad Labem,1104.0,ANO2011,ANO2011,ANO2011,1292,ANO,Poslanecký klub ANO 2011,Political group ANO 2011,2017-10-24,2020-12-31,2017-10-21,2020-12-31,False,False,,,,,,,,,
1593,6462,Jiránek,Martin,Ing.,,1978-04-10,,M,588,Královéhradecký,Hradec Kralove,1290.0,Piráti,Česká pirátská strana,Czech Pirate Party,1300,Piráti,Poslanecký klub České pirátské strany,Political group Czech Pirate Party,2017-10-22,2021-10-20,2017-10-21,2021-10-20,False,False,,,,,,,,,
1588,6458,Jáč,Ivan,prof. Ing.,CSc.,1956-04-29,,M,587,Liberecký,Liberec,1104.0,ANO2011,ANO2011,ANO2011,1537,ANO,Poslanecký klub ANO 2011,Political group ANO 2011,2021-10-12,,2017-10-21,2021-10-20,True,True,,,,,,,,,
1700,6169,Valenta,Jiří,PhDr. Ing. Mgr. et Mgr.,DBA,1965-12-28,,M,584,Plzeňský,Plzen,154.0,KSCM,Komunistická strana Čech a Moravy,Communist Party of Bohemia and Moravia,1293,KSČM,Poslanecký klub Komunistické strany Čech a Moravy,Political group Communist Party of Bohemia and Moravia,2017-10-24,2021-10-20,2017-10-21,2021-10-20,False,False,,,,,,,,,
1598,6497,Kalous,Adam,Ing.,,1979-10-06,,M,592,Olomoucký,Olomouc,1104.0,ANO2011,ANO2011,ANO2011,1292,ANO,Poslanecký klub ANO 2011,Political group ANO 2011,2017-10-24,2021-10-20,2017-10-21,2021-10-20,False,False,,,,,,,,,
1657,6171,Plzák,Pavel,MUDr.,,1960-08-18,2024-04-06,M,588,Královéhradecký,Hradec Kralove,1104.0,ANO2011,ANO2011,ANO2011,1292,ANO,Poslanecký klub ANO 2011,Political group ANO 2011,2017-10-24,2021-10-20,2017-10-21,2021-10-20,False,False,,,,,,,,,
1571,6451,Fridrich,Stanislav,Ing.,,1956-12-25,,M,594,Moravskoslezský,Moravia-Silesia,1104.0,ANO2011,ANO2011,ANO2011,1537,ANO,Poslanecký klub ANO 2011,Political group ANO 2011,2021-10-12,,2017-10-21,2021-10-20,True,True,,,,,,,,,
1631,6469,Maříková,Karla,,,1981-03-19,,Ž,585,Karlovarský,Karlovy Vary,1291.0,SPD,Svoboda a prima demokracie - Tomio Okamura,Freedom and Direct Democracy - Tomio Okamura,1540,SPD,Poslanecký klub Svoboda a přímá demokracie,Political group Freedom and Direct Democracy,2021-10-12,,2017-10-21,2021-10-20,True,True,,,,,,,,,
1570,5911,Foldyna,Jaroslav,,,1960-06-26,,M,586,Ústecký,Usti nad Labem,153.0,CSSD,Česká strana sociálně demokratická,Czech Social Democratic Party,1540,SPD,Poslanecký klub Svoboda a přímá demokracie,Political group Freedom and Direct Democracy,2021-10-12,,2017-10-21,2021-10-20,True,True,,,,,,,,,
1613,309,Kováčik,Pavel,Ing.,,1955-07-02,,M,590,Vysočina,Vysocina,154.0,KSCM,Komunistická strana Čech a Moravy,Communist Party of Bohemia and Moravia,1293,KSČM,Poslanecký klub Komunistické strany Čech a Moravy,Political group Communist Party of Bohemia and Moravia,2017-10-24,2021-10-20,2017-10-21,2021-10-20,False,False,,,,,,,,,
1577,6139,Hájek,Josef,Ing.,,1956-07-03,,M,594,Moravskoslezský,Moravia-Silesia,1104.0,ANO2011,ANO2011,ANO2011,1292,ANO,Poslanecký klub ANO 2011,Political group ANO 2011,2017-10-24,2021-10-20,2017-10-21,2021-10-20,False,False,,,,,,,,,
1696,6240,Tureček,Karel,Ing.,,1971-02-01,,M,583,Jihočeský,Southern Bohemia,1104.0,ANO2011,ANO2011,ANO2011,1537,ANO,Poslanecký klub ANO 2011,Political group ANO 2011,2021-10-12,,2017-10-21,2021-10-20,True,True,,,,,,,,,
1659,6233,Pojezný,Ivo,Mgr.,,1961-05-21,,M,591,Jihomoravský,Southern Moravia,154.0,KSCM,Komunistická strana Čech a Moravy,Communist Party of Bohemia and Moravia,1293,KSČM,Poslanecký klub Komunistické strany Čech a Moravy,Political group Communist Party of Bohemia and Moravia,2017-10-24,2021-10-20,2017-10-21,2021-10-20,False,False,,,,,,,,,
1737,6687,Jakob,Jan,,,1982-12-02,,M,582,Středočeský,Central Bohemia,948.0,TOP09,TOP 09,TOP 09,1541,TOP09,Poslanecký klub TOP 09,Political group TOP 09,2021-10-12,,2021-01-19,2021-10-20,True,False,,,,,,,,,
1596,6205,Jurečka,Marian,Ing.,,1981-03-15,,M,592,Olomoucký,Olomouc,151.0,KDU-ČSL,Křesťanská a demokratická unie - Československá strana lidová,Christian Democratic Union - Czechoslovak People's Party,1539,KDU-ČSL,Poslanecký klub KDU-ČSL,Political Group of the Christian and Democratic Union - Czechoslovak People's Party,2021-10-12,,2017-10-21,2021-10-20,True,True,,,,,,,,,
1688,6007,Svoboda,Bohuslav,Doc. MUDr.,CSc.,1944-02-08,,M,581,Hlavní město Praha,Capital Prague,155.0,ODS,Občanská demokratická strana,Civic Democratic Party,1538,ODS,Poslanecký klub Občanské demokratické strany,Political group Civic Democratic Party,2021-10-12,,2017-10-21,2021-10-20,True,True,,,,,,,,,
1736,6686,Puntová,Jaroslava,,,1957-12-20,,Ž,586,Ústecký,Usti nad Labem,1104.0,ANO2011,ANO2011,ANO2011,1292,ANO,Poslanecký klub ANO 2011,Political group ANO 2011,2020-12-31,2021-10-20,2020-12-31,2021-10-20,False,False,,,,,,,,,
1587,5926,Chvojka,Jan,JUDr.,,1980-12-17,,M,589,Pardubický,Pardubice,153.0,CSSD,Česká strana sociálně demokratická,Czech Social Democratic Party,1294,ČSSD,Poslanecký klub České strany sociálně demokratické,Political group Czech Social Democratic Party,2017-10-27,2021-10-20,2017-10-21,2021-10-20,False,False,,,,,,,,,
1712,6490,Vrána,Petr,Ing.,,1975-01-04,,M,592,Olomoucký,Olomouc,1104.0,ANO2011,ANO2011,ANO2011,1537,ANO,Poslanecký klub ANO 2011,Political group ANO 2011,2021-10-12,,2017-10-21,2020-07-31,True,True,,,,,,,,,
1698,6337,Valachová,Kateřina,Mgr.,Ph.D.,1976-09-15,,Ž,582,Středočeský,Central Bohemia,153.0,CSSD,Česká strana sociálně demokratická,Czech Social Democratic Party,1294,ČSSD,Poslanecký klub České strany sociálně demokratické,Political group Czech Social Democratic Party,2017-10-27,2021-10-20,2017-10-21,2021-10-20,False,False,,,,,,,,,
1683,6516,Staněk,Antonín,doc. Mgr.,Ph.D.,1966-03-02,,M,592,Olomoucký,Olomouc,153.0,CSSD,Česká strana sociálně demokratická,Czech Social Democratic Party,1294,ČSSD,Poslanecký klub České strany sociálně demokratické,Political group Czech Social Democratic Party,2017-10-27,2021-10-20,2017-10-21,2021-10-20,False,False,,,,,,,,,
1578,5462,Hamáček,Jan,,,1978-11-04,,M,582,Středočeský,Central Bohemia,153.0,CSSD,Česká strana sociálně demokratická,Czech Social Democratic Party,1294,ČSSD,Poslanecký klub České strany sociálně demokratické,Political group Czech Social Democratic Party,2017-10-27,2021-10-20,2017-10-21,2021-10-20,False,False,,,,,,,,,
1667,6417,Půta,Martin,,,1971-09-13,,M,587,Liberecký,Liberec,1289.0,STAN,Starostove a nezavisli,Mayors and Independents,1296,STAN,Poslanecký klub Starostové a nezávislí,Political group Mayors and Independents,2017-10-23,2017-11-24,2017-10-21,2017-11-24,False,False,,,,,,,,,
1603,6503,Kobza,Jiří,Mgr.,,1955-12-27,,M,581,Hlavní město Praha,Capital Prague,1291.0,SPD,Svoboda a prima demokracie - Tomio Okamura,Freedom and Direct Democracy - Tomio Okamura,1540,SPD,Poslanecký klub Svoboda a přímá demokracie,Political group Freedom and Direct Democracy,2021-10-12,,2017-10-21,2021-10-20,True,True,,,,,,,,,
1707,6166,Volný,Jan,Ing.,,1959-06-15,,M,584,Plzeňský,Plzen,1104.0,ANO2011,ANO2011,ANO2011,1537,ANO,Poslanecký klub ANO 2011,Political group ANO 2011,2021-10-12,,2017-10-21,2021-10-20,True,True,,,,,,,,,
1527,6429,Balcarová,Dana,Ing.,,1960-09-22,,Z,581,Hlavní město Praha,Capital Prague,1290.0,Piráti,Česká pirátská strana,Czech Pirate Party,1300,Piráti,Poslanecký klub České pirátské strany,Political group Czech Pirate Party,2017-10-22,2021-10-20,2017-10-21,2021-10-20,False,False,,,,,,,,,
1664,6526,Profant,Ondřej,,,1988-05-02,,M,581,Hlavní město Praha,Capital Prague,1290.0,Piráti,Česká pirátská strana,Czech Pirate Party,1300,Piráti,Poslanecký klub České pirátské strany,Political group Czech Pirate Party,2017-10-22,2021-10-20,2017-10-21,2021-10-20,False,False,,,,,,,,,
1686,443,Stropnický,Martin,MgA.,,1956-12-19,,M,581,Hlavní město Praha,Capital Prague,1104.0,ANO2011,ANO2011,ANO2011,1292,ANO,Poslanecký klub ANO 2011,Political group ANO 2011,2017-10-24,2018-10-01,2017-10-21,2018-10-01,False,False,,,,,,,,,
1629,6535,Martínek,Tomáš,Ing.,,1986-01-23,,M,587,Liberecký,Liberec,1290.0,Piráti,Česká pirátská strana,Czech Pirate Party,1300,Piráti,Poslanecký klub České pirátské strany,Political group Czech Pirate Party,2017-10-22,2021-10-20,2017-10-21,2021-10-20,False,False,,,,,,,,,
1633,5938,Matušovská,Květa,Ing.,,1984-06-04,,Ž,589,Pardubický,Pardubice,154.0,KSCM,Komunistická strana Čech a Moravy,Communist Party of Bohemia and Moravia,1293,KSČM,Poslanecký klub Komunistické strany Čech a Moravy,Political group Communist Party of Bohemia and Moravia,2017-10-24,2021-10-20,2017-10-21,2021-10-20,False,False,,,,,,,,,
1675,6379,Rutová,Miloslava,Mgr.,,1947-11-10,,Ž,584,Plzeňský,Plzen,1104.0,ANO2011,ANO2011,ANO2011,1292,ANO,Poslanecký klub ANO 2011,Political group ANO 2011,2017-10-24,2021-10-20,2017-10-21,2021-10-20,False,False,,,,,,,,,
1646,6172,Okleštěk,Ladislav,,,1961-03-10,,M,592,Olomoucký,Olomouc,1104.0,ANO2011,ANO2011,ANO2011,1537,ANO,Poslanecký klub ANO 2011,Political group ANO 2011,2021-10-12,,2017-10-21,2021-10-20,True,True,,,,,,,,,
1614,6214,Kovářová,Věra,Ing.,,1964-01-20,,Ž,582,Středočeský,Central Bohemia,1289.0,STAN,Starostove a nezavisli,Mayors and Independents,1536,STAN,Poslanecký klub Starostové a nezávislí,Political group Mayors and Independents,2021-10-15,,2017-10-21,2021-10-20,True,True,,,,,,,,,
1568,6457,Fialová,Eva,Ing.,,1982-02-13,,Ž,586,Ústecký,Usti nad Labem,1104.0,ANO2011,ANO2011,ANO2011,1537,ANO,Poslanecký klub ANO 2011,Political group ANO 2011,2021-10-12,,2017-10-21,2021-10-20,True,True,,,,,,,,,
1617,6510,Krejza,Karel,Mgr.,,1968-02-12,,M,586,Ústecký,Usti nad Labem,155.0,ODS,Občanská demokratická strana,Civic Democratic Party,1538,ODS,Poslanecký klub Občanské demokratické strany,Political group Civic Democratic Party,2021-10-12,,2017-10-21,2021-10-20,True,True,,,,,,,,,
1536,6138,Bělobrádek,Pavel,MVDr.,"Ph.D., MPA",1976-12-25,,M,588,Královéhradecký,Hradec Kralove,151.0,KDU-ČSL,Křesťanská a demokratická unie - Československá strana lidová,Christian Democratic Union - Czechoslovak People's Party,1539,KDU-ČSL,Poslanecký klub KDU-ČSL,Political Group of the Christian and Democratic Union - Czechoslovak People's Party,2021-10-12,,2017-10-21,2021-10-20,True,True,,,,,,,,,
1690,6287,Šlechtová,Karla,Ing.,,1977-05-22,,Z,584,Plzeňský,Plzen,1104.0,ANO2011,ANO2011,ANO2011,1292,ANO,Poslanecký klub ANO 2011,Political group ANO 2011,2017-10-24,2021-10-20,2017-10-21,2021-10-20,False,False,,,,,,,,,
1550,6442,Černohorský,Lukáš,Ing.,,1984-11-19,,M,594,Moravskoslezský,Moravia-Silesia,1290.0,Piráti,Česká pirátská strana,Czech Pirate Party,1300,Piráti,Poslanecký klub České pirátské strany,Political group Czech Pirate Party,2017-10-22,2021-10-20,2017-10-21,2021-10-20,False,False,,,,,,,,,
