psp_id,mp_id,family_name,given_name,title_pre,title_post,birth_date,death_date,gender,region_id,region_name_cs,region_name_en,list_id,list_abbreviation,list_name_cs,list_name_en,last_group_id,last_group_abbreviation,last_group_name_cs,last_group_name_en,last_group_since,last_group_until,since,until,current,full_term,web,street,municipality,postcode,email,phone,fax,psp_phone,facebook
745,277,Sehoř,Karel,Ing.,,1951-07-19,,M,594,Moravskoslezský,Moravia-Silesia,155.0,ODS,Občanská demokratická strana,Civic Democratic Party,753,ODS,Poslanecký klub Občanské demokratické strany,Political Group of the Civic Democratic Party,2006-06-08,2009-09-15,2002-06-15,2006-06-15,False,False,,,,,,,,,
801,5304,Zralý,Antonín,RSDr.,,1944-02-18,,M,591,Jihomoravský,Southern Moravia,154.0,KSCM,Komunistická strana Čech a Moravy,Communist Party of Bohemia and Moravia,596,KSČM,Poslanecký klub Komunistické strany Čech a Moravy,Political group Communist Party of Bohemia and Moravia,2002-06-19,2006-06-15,2002-06-15,2006-06-15,False,False,,,,,,,,,
664,377,Kalousek,Miroslav,Ing.,,1960-12-17,,M,583,Jihočeský,Southern Bohemia,595.0,K,Koalice,Coalition,1299,TOP09,Poslanecký klub TOP 09,Political group TOP 09,2017-10-31,2021-01-19,2002-06-15,2006-06-15,False,False,,,,,,,,,
743,383,Krajíček,Miroslav,Ing.,,1946-12-04,2024-04-10,M,594,Moravskoslezský,Moravia-Silesia,155.0,ODS,Občanská demokratická strana,Civic Democratic Party,753,ODS,Poslanecký klub Občanské demokratické strany,Political Group of the Civic Democratic Party,2006-06-08,2010-06-03,2002-06-15,2006-06-15,False,False,,,,,,,,,
634,378,Kocourek,Martin,Ing.,,1966-12-23,,M,581,Hlavní město Praha,Capital Prague,155.0,ODS,Občanská demokratická strana,Civic Democratic Party,600,ODS,Poslanecký klub Občanské demokratické strany,Political group Civic Democratic Party,2002-06-25,2006-06-15,2002-06-15,2006-06-15,False,False,,,,,,,,,
674,344,Aubrecht,Vlastimil,,,1953-12-23,,M,586,Ústecký,Usti nad Labem,153.0,CSSD,Česká strana sociálně demokratická,Czech Social Democratic Party,750,ČSSD,Poslanecký klub České strany sociálně demokratické,Political Group of the Czech Social Democratic Party,2006-06-05,2010-06-03,2002-06-15,2006-06-15,False,False,,,,,,,,,
848,410,Petr,Břetislav,Ing.,,1937-01-07,,M,594,Moravskoslezský,Moravia-Silesia,153.0,CSSD,Česká strana sociálně demokratická,Czech Social Democratic Party,863,ČSSD,Poslanecký klub České strany sociálně demokratické,\tPolitical group Czech Social Democratic Party,2012-02-07,2013-08-28,2004-09-22,2006-06-15,False,False,,,,,,,,,
837,4,Benda,Marek,,,1968-11-10,,M,581,Hlavní město Praha,Capital Prague,155.0,ODS,Občanská demokratická strana,Civic Democratic Party,1538,ODS,Poslanecký klub Občanské demokratické strany,Political group Civic Democratic Party,2021-10-12,,2004-07-20,2006-06-15,True,False,,,,,,,,,
807,230,Melčák,Miloš,Ing.,CSc.,1939-04-19,,M,593,Zlínský,Zlin,153.0,CSSD,Česká strana sociálně demokratická,Czech Social Democratic Party,856,Nezařaz,Nezařazení,Unaffiliated Deputies,2006-12-07,2010-06-03,2002-06-15,2006-06-15,False,False,,,,,,,,,
857,4527,Vondruška,Josef,JUDr.,,1948-02-12,,M,587,Liberecký,Liberec,154.0,KSCM,Komunistická strana Čech a Moravy,Communist Party of Bohemia and Moravia,752,KSČM,Poslanecký klub Komunistické strany Čech a Moravy,Political Group of the Communist Party of Bohemia and Moravia,2006-06-08,2010-06-03,2005-12-09,2006-06-15,False,False,,,,,,,,,
646,5213,Fajmon,Hynek,Mgr.,,1968-05-17,,M,582,Středočeský,Central Bohemia,155.0,ODS,Občanská demokratická strana,Civic Democratic Party,600,ODS,Poslanecký klub Občanské demokratické strany,Political group Civic Democratic Party,2002-06-25,2004-07-20,2002-06-15,2004-07-20,False,False,,,,,,,,,
679,282,Vojíř,Oldřich,Mgr.,Ph.D.,1961-08-13,,M,586,Ústecký,Usti nad Labem,155.0,ODS,Občanská demokratická strana,Civic Democratic Party,753,ODS,Poslanecký klub Občanské demokratické strany,Political Group of the Civic Democratic Party,2006-06-08,2010-06-03,2002-06-15,2006-06-15,False,False,,,,,,,,,
662,285,Zvěřina,Jaroslav,Doc.MUDr.,CSc.,1942-12-18,,M,583,Jihočeský,Southern Bohemia,155.0,ODS,Občanská demokratická strana,Civic Democratic Party,600,ODS,Poslanecký klub Občanské demokratické strany,Political group Civic Democratic Party,2002-06-25,2004-07-20,2002-06-15,2004-07-20,False,False,,,,,,,,,
789,5293,Gruntová,Jitka,PaedDr.,,1945-05-08,,Ž,589,Pardubický,Pardubice,154.0,KSCM,Komunistická strana Čech a Moravy,Communist Party of Bohemia and Moravia,596,KSČM,Poslanecký klub Komunistické strany Čech a Moravy,Political group Communist Party of Bohemia and Moravia,2002-06-19,2006-06-15,2002-06-15,2006-06-15,False,False,,,,,,,,,
721,333,Grůza,Jan,Ing.,,1957-11-03,,M,591,Jihomoravský,Southern Moravia,595.0,K,Koalice,Coalition,751,KDU-ČSL,Poslanecký klub Křesťanské a demokratické unie-Československé strany lidové,Political Group of the Christian and Democratic Union - Czechoslovak People's Party,2009-09-29,2010-06-03,2002-06-15,2006-06-15,False,False,,,,,,,,,
654,403,Němec,Pavel,JUDr.,,1971-07-20,,M,582,Středočeský,Central Bohemia,595.0,K,Koalice,Coalition,598,US-DEU,Poslanecký klub Unie svobody-Demokratické unie,Political group Freedom Union-Democratic Union,2002-06-18,2006-06-15,2002-06-15,2006-06-15,False,False,,,,,,,,,
701,193,Výborný,Miloslav,JUDr.,,1952-02-19,,M,589,Pardubický,Pardubice,595.0,K,Koalice,Coalition,597,KDU-ČSL,Poslanecký klub Křesťanské a demokratické unie-Československé strany lidové,Political group Christian Democratic Union - Czechoslovak People's Party,2002-06-19,2003-06-02,2002-06-15,2003-06-02,False,False,,,,,,,,,
768,5271,Čada,Vladimír,Ing.,,1961-11-01,,M,584,Plzeňský,Plzen,153.0,CSSD,Česká strana sociálně demokratická,Czech Social Democratic Party,599,ČSSD,Poslanecký klub České strany sociálně demokratické,Political group Czech Social Democratic Party,2002-06-21,2006-06-15,2002-06-15,2006-06-15,False,False,,,,,,,,,
697,400,Nedvědová,Veronika,Ing.,,1962-09-18,,Ž,589,Pardubický,Pardubice,155.0,ODS,Občanská demokratická strana,Civic Democratic Party,600,ODS,Poslanecký klub Občanské demokratické strany,Political group Civic Democratic Party,2002-06-25,2006-06-15,2002-06-15,2006-06-15,False,False,,,,,,,,,
657,241,Špidla,Vladimír,PhDr.,,1951-04-22,,M,583,Jihočeský,Southern Bohemia,153.0,CSSD,Česká strana sociálně demokratická,Czech Social Democratic Party,599,ČSSD,Poslanecký klub České strany sociálně demokratické,Political group Czech Social Democratic Party,2002-06-21,2004-08-31,2002-06-15,2004-08-31,False,False,,,,,,,,,
777,5280,Bíža,Josef,Ing.,,1950-02-17,,M,586,Ústecký,Usti nad Labem,155.0,ODS,Občanská demokratická strana,Civic Democratic Party,600,ODS,Poslanecký klub Občanské demokratické strany,Political group Civic Democratic Party,2002-06-25,2006-06-15,2002-06-15,2006-06-15,False,False,,,,,,,,,
792,5295,Bičík,Milan,Mgr.,,1949-12-17,,M,590,Vysočina,Vysocina,154.0,KSCM,Komunistická strana Čech a Moravy,Communist Party of Bohemia and Moravia,752,KSČM,Poslanecký klub Komunistické strany Čech a Moravy,Political Group of the Communist Party of Bohemia and Moravia,2006-06-08,2010-06-03,2002-06-15,2006-06-15,False,False,,,,,,,,,
833,5365,Vrbík,Tomáš,,,1973-01-15,,M,581,Hlavní město Praha,Capital Prague,595.0,K,Koalice,Coalition,727,Nezařaz,Nezařazení,Unclassified Deputies,2004-07-02,2006-06-15,2003-09-23,2006-06-15,False,False,,,,,,,,,
639,417,Svoboda,Pavel,Ing.,,1969-03-09,,M,581,Hlavní město Praha,Capital Prague,595.0,K,Koalice,Coalition,598,US-DEU,Poslanecký klub Unie svobody-Demokratické unie,Political group Freedom Union-Democratic Union,2002-06-18,2006-06-15,2002-06-15,2006-06-15,False,False,,,,,,,,,
671,392,Lobkowicz,Jaroslav,Ing.,,1942-08-16,,M,584,Plzeňský,Plzen,595.0,K,Koalice,Coalition,1112,TOP09-S,Poslanecký klub TOP 09 a Starostové,Political group TOP 09 a Starostové,2013-10-31,2017-10-26,2002-06-15,2006-06-15,False,False,,,,,,,,,
821,5323,Bielesz,Marian,MVDr.,,1963-11-14,,M,594,Moravskoslezský,Moravia-Silesia,595.0,K,Koalice,Coalition,598,US-DEU,Poslanecký klub Unie svobody-Demokratické unie,Political group Freedom Union-Democratic Union,2002-06-18,2004-07-08,2002-06-15,2004-07-08,False,False,,,,,,,,,
696,110,Nájemník,Václav,Mgr.,,1944-07-03,,M,589,Pardubický,Pardubice,155.0,ODS,Občanská demokratická strana,Civic Democratic Party,600,ODS,Poslanecký klub Občanské demokratické strany,Political group Civic Democratic Party,2002-06-25,2006-06-15,2002-06-15,2006-06-15,False,False,,,,,,,,,
853,5395,Koníček,František,Ing.,,1953-05-17,,M,582,Středočeský,Central Bohemia,153.0,CSSD,Česká strana sociálně demokratická,Czech Social Democratic Party,599,ČSSD,Poslanecký klub České strany sociálně demokratické,Political group Czech Social Democratic Party,2005-06-09,2006-01-20,2005-06-09,2006-01-20,False,False,,,,,,,,,
700,398,Mlynář,Vladimír,,,1966-01-15,,M,589,Pardubický,Pardubice,595.0,K,Koalice,Coalition,598,US-DEU,Poslanecký klub Unie svobody-Demokratické unie,Political group Freedom Union-Democratic Union,2002-06-18,2003-06-06,2002-06-15,2003-06-06,False,False,,,,,,,,,
712,239,Škromach,Zdeněk,Ing.,,1956-12-31,,M,591,Jihomoravský,Southern Moravia,153.0,CSSD,Česká strana sociálně demokratická,Czech Social Democratic Party,863,ČSSD,Poslanecký klub České strany sociálně demokratické,\tPolitical group Czech Social Democratic Party,2010-06-04,2010-10-23,2002-06-15,2006-06-15,False,False,,,,,,,,,
804,5307,Černý,Alexander,RSDr.,,1953-05-21,,M,592,Olomoucký,Olomouc,154.0,KSCM,Komunistická strana Čech a Moravy,Communist Party of Bohemia and Moravia,1293,KSČM,Poslanecký klub Komunistické strany Čech a Moravy,Political group Communist Party of Bohemia and Moravia,2017-10-24,2021-10-20,2002-06-15,2006-06-15,False,False,,,,,,,,,
790,354,Černý,Karel,,,1965-01-12,,M,590,Vysočina,Vysocina,153.0,CSSD,Česká strana sociálně demokratická,Czech Social Democratic Party,1107,ČSSD,Poslanecký klub České strany sociálně demokratické,Political group Czech Social Democratic Party,2013-10-29,2017-10-26,2002-06-15,2006-06-15,False,False,,,,,,,,,
797,5300,Mencl,Václav,Ing. arch.,,1943-04-05,,M,591,Jihomoravský,Southern Moravia,155.0,ODS,Občanská demokratická strana,Civic Democratic Party,864,ODS,Poslanecký klub Občanské demokratické strany,Political group Civic Democratic Party,2010-05-30,2013-08-28,2002-06-15,2006-06-15,False,False,,,,,,,,,
818,5320,Šedivá,Hana,JUDr.,,1956-08-25,,Ž,594,Moravskoslezský,Moravia-Silesia,153.0,CSSD,Česká strana sociálně demokratická,Czech Social Democratic Party,750,ČSSD,Poslanecký klub České strany sociálně demokratické,Political Group of the Czech Social Democratic Party,2006-06-05,2010-05-26,2002-06-15,2006-06-15,False,False,,,,,,,,,
756,5259,Novotný,Zbyněk,,,1967-01-09,,M,581,Hlavní město Praha,Capital Prague,155.0,ODS,Občanská demokratická strana,Civic Democratic Party,753,ODS,Poslanecký klub Občanské demokratické strany,Political Group of the Civic Democratic Party,2006-06-08,2010-06-03,2002-06-15,2006-06-15,False,False,,,,,,,,,
645,360,Dundáčková,Eva,JUDr.,,1964-06-11,,Ž,582,Středočeský,Central Bohemia,155.0,ODS,Občanská demokratická strana,Civic Democratic Party,753,ODS,Poslanecký klub Občanské demokratické strany,Political Group of the Civic Democratic Party,2006-06-08,2010-06-03,2002-06-15,2006-06-15,False,False,,,,,,,,,
778,5281,Pátek,Miroslav,Ing.,,1944-10-22,2009-02-20,M,586,Ústecký,Usti nad Labem,155.0,ODS,Občanská demokratická strana,Civic Democratic Party,600,ODS,Poslanecký klub Občanské demokratické strany,Political group Civic Democratic Party,2002-06-25,2006-06-15,2002-06-15,2006-06-15,False,False,,,,,,,,,
737,227,Macháček,Antonín,Ing.,,1951-06-05,,M,594,Moravskoslezský,Moravia-Silesia,153.0,CSSD,Česká strana sociálně demokratická,Czech Social Democratic Party,599,ČSSD,Poslanecký klub České strany sociálně demokratické,Political group Czech Social Democratic Party,2002-06-21,2005-12-09,2002-06-15,2005-12-09,False,False,,,,,,,,,
693,416,Svoboda,Cyril,JUDr.,,1956-11-24,,M,588,Královéhradecký,Hradec Kralove,595.0,K,Koalice,Coalition,751,KDU-ČSL,Poslanecký klub Křesťanské a demokratické unie-Československé strany lidové,Political Group of the Christian and Democratic Union - Czechoslovak People's Party,2006-06-16,2010-06-03,2002-06-15,2006-06-15,False,False,,,,,,,,,
847,5387,Mocová,Dagmar,Ing.,,1947-05-06,,Ž,582,Středočeský,Central Bohemia,153.0,CSSD,Česká strana sociálně demokratická,Czech Social Democratic Party,599,ČSSD,Poslanecký klub České strany sociálně demokratické,Political group Czech Social Democratic Party,2004-09-21,2006-06-15,2004-09-21,2006-06-15,False,False,,,,,,,,,
823,5325,Fischerová,Taťána,,,1947-06-06,2019-12-25,Ž,581,Hlavní město Praha,Capital Prague,595.0,K,Koalice,Coalition,598,US-DEU,Poslanecký klub Unie svobody-Demokratické unie,Political group Freedom Union-Democratic Union,2002-06-18,2006-06-15,2002-06-15,2006-06-15,False,False,,,,,,,,,
854,5401,Zwyrtek Hamplová,Jana,Mgr.,,1965-05-18,,Ž,592,Olomoucký,Olomouc,153.0,CSSD,Česká strana sociálně demokratická,Czech Social Democratic Party,599,ČSSD,Poslanecký klub České strany sociálně demokratické,Political group Czech Social Democratic Party,2005-07-24,2006-06-15,2005-07-24,2006-06-15,False,False,,,,,,,,,
816,5318,Rafaj,Petr,Ing.,,1961-06-23,,M,594,Moravskoslezský,Moravia-Silesia,153.0,CSSD,Česká strana sociálně demokratická,Czech Social Democratic Party,750,ČSSD,Poslanecký klub České strany sociálně demokratické,Political Group of the Czech Social Democratic Party,2006-06-05,2009-07-09,2002-06-15,2006-06-15,False,False,,,,,,,,,
738,124,Palas,Jaroslav,Ing.,,1952-10-02,,M,594,Moravskoslezský,Moravia-Silesia,153.0,CSSD,Česká strana sociálně demokratická,Czech Social Democratic Party,599,ČSSD,Poslanecký klub České strany sociálně demokratické,Political group Czech Social Democratic Party,2002-06-21,2004-09-22,2002-06-15,2004-09-22,False,False,,,,,,,,,
856,5407,Kubuš,Pavol,Ing.,,1952-10-28,,M,594,Moravskoslezský,Moravia-Silesia,153.0,CSSD,Česká strana sociálně demokratická,Czech Social Democratic Party,750,ČSSD,Poslanecký klub České strany sociálně demokratické,Political Group of the Czech Social Democratic Party,2006-06-05,2010-06-03,2005-12-09,2006-06-15,False,False,,,,,,,,,
805,5308,Mlčák,Ladislav,,,1947-01-05,,M,592,Olomoucký,Olomouc,154.0,KSCM,Komunistická strana Čech a Moravy,Communist Party of Bohemia and Moravia,752,KSČM,Poslanecký klub Komunistické strany Čech a Moravy,Political Group of the Communist Party of Bohemia and Moravia,2006-06-08,2010-06-03,2002-06-15,2006-06-15,False,False,,,,,,,,,
666,210,Ekert,Milan,Ing.,,1965-03-02,,M,584,Plzeňský,Plzen,153.0,CSSD,Česká strana sociálně demokratická,Czech Social Democratic Party,599,ČSSD,Poslanecký klub České strany sociálně demokratické,Political group Czech Social Democratic Party,2002-06-21,2006-06-15,2002-06-15,2006-06-15,False,False,,,,,,,,,
734,431,Záruba,Bohuslav,Mgr.,,1940-04-19,,M,593,Zlínský,Zlin,155.0,ODS,Občanská demokratická strana,Civic Democratic Party,600,ODS,Poslanecký klub Občanské demokratické strany,Political group Civic Democratic Party,2002-06-25,2006-06-15,2002-06-15,2006-06-15,False,False,,,,,,,,,
692,407,Patočka,Jiří,Ing.,,1943-05-21,2004-05-12,M,588,Královéhradecký,Hradec Kralove,155.0,ODS,Občanská demokratická strana,Civic Democratic Party,600,ODS,Poslanecký klub Občanské demokratické strany,Political group Civic Democratic Party,2002-06-25,2004-05-05,2002-06-15,2004-05-05,False,False,,,,,,,,,
795,5298,Kala,Miloslav,Ing.,,1963-08-03,,M,591,Jihomoravský,Southern Moravia,153.0,CSSD,Česká strana sociálně demokratická,Czech Social Democratic Party,750,ČSSD,Poslanecký klub České strany sociálně demokratické,Political Group of the Czech Social Democratic Party,2006-06-05,2008-11-13,2002-06-15,2006-06-15,False,False,,,,,,,,,
744,437,Říman,Martin,Ing.,,1961-05-11,,M,594,Moravskoslezský,Moravia-Silesia,155.0,ODS,Občanská demokratická strana,Civic Democratic Party,753,ODS,Poslanecký klub Občanské demokratické strany,Political Group of the Civic Democratic Party,2006-06-08,2010-06-03,2002-06-15,2006-06-15,False,False,,,,,,,,,
728,266,Langer,Ivan,MUDr. Mgr.,,1967-01-01,,M,592,Olomoucký,Olomouc,155.0,ODS,Občanská demokratická strana,Civic Democratic Party,753,ODS,Poslanecký klub Občanské demokratické strany,Political Group of the Civic Democratic Party,2006-06-08,2010-06-03,2002-06-15,2006-06-15,False,False,,,,,,,,,
750,450,Kavan,Jan,,,1946-10-17,,M,581,Hlavní město Praha,Capital Prague,153.0,CSSD,Česká strana sociálně demokratická,Czech Social Democratic Party,599,ČSSD,Poslanecký klub České strany sociálně demokratické,Political group Czech Social Democratic Party,2002-06-21,2006-06-15,2002-06-15,2006-06-15,False,False,,,,,,,,,
858,1919,Kádner,Tomáš,,,1955-11-22,,M,581,Hlavní město Praha,Capital Prague,155.0,ODS,Občanská demokratická strana,Civic Democratic Party,600,ODS,Poslanecký klub Občanské demokratické strany,Political group Civic Democratic Party,2006-01-17,2006-06-15,2006-01-17,2006-06-15,False,False,,,,,,,,,
740,252,Zaorálek,Lubomír,PhDr.,,1956-09-06,,M,594,Moravskoslezský,Moravia-Silesia,153.0,CSSD,Česká strana sociálně demokratická,Czech Social Democratic Party,1294,ČSSD,Poslanecký klub České strany sociálně demokratické,Political group Czech Social Democratic Party,2017-10-27,2021-10-20,2002-06-15,2006-06-15,False,False,,,,,,,,,
632,335,Kladívko,Tomáš,,,1957-11-25,,M,581,Hlavní město Praha,Capital Prague,155.0,ODS,Občanská demokratická strana,Civic Democratic Party,753,ODS,Poslanecký klub Občanské demokratické strany,Political Group of the Civic Democratic Party,2006-06-08,2008-10-25,2002-06-15,2006-06-15,False,False,,,,,,,,,
637,31,Exner,Václav,RNDr.,CSc.,1942-09-20,,M,581,Hlavní město Praha,Capital Prague,154.0,KSCM,Komunistická strana Čech a Moravy,Communist Party of Bohemia and Moravia,752,KSČM,Poslanecký klub Komunistické strany Čech a Moravy,Political Group of the Communist Party of Bohemia and Moravia,2006-06-08,2010-06-03,2002-06-15,2006-06-15,False,False,,,,,,,,,
668,348,Bílý,Jiří,,,1954-01-22,,M,584,Plzeňský,Plzen,155.0,ODS,Občanská demokratická strana,Civic Democratic Party,600,ODS,Poslanecký klub Občanské demokratické strany,Political group Civic Democratic Party,2002-06-25,2006-06-15,2002-06-15,2006-06-15,False,False,,,,,,,,,
779,5282,Šenfeld,Josef,Ing.,,1961-11-13,,M,586,Ústecký,Usti nad Labem,154.0,KSCM,Komunistická strana Čech a Moravy,Communist Party of Bohemia and Moravia,1109,KSČM,Poslanecký klub Komunistické strany Čech a Moravy,Political group Communist Party of Bohemia and Moravia,2013-10-27,2017-10-26,2002-06-15,2006-06-15,False,False,,,,,,,,,
629,386,Křeček,Stanislav,JUDr.,,1938-05-20,,M,581,Hlavní město Praha,Capital Prague,153.0,CSSD,Česká strana sociálně demokratická,Czech Social Democratic Party,863,ČSSD,Poslanecký klub České strany sociálně demokratické,\tPolitical group Czech Social Democratic Party,2010-06-04,2013-04-05,2002-06-15,2006-06-15,False,False,,,,,,,,,
834,5375,Kochan,Jozef,MUDr.,,1946-03-17,,M,588,Královéhradecký,Hradec Kralove,155.0,ODS,Občanská demokratická strana,Civic Democratic Party,864,ODS,Poslanecký klub Občanské demokratické strany,Political group Civic Democratic Party,2013-04-24,2013-08-28,2004-05-05,2006-06-15,False,False,,,,,,,,,
670,310,Maštálka,Jiří,MUDr.,,1956-01-03,,M,584,Plzeňský,Plzen,154.0,KSCM,Komunistická strana Čech a Moravy,Communist Party of Bohemia and Moravia,596,KSČM,Poslanecký klub Komunistické strany Čech a Moravy,Political group Communist Party of Bohemia and Moravia,2002-06-19,2004-07-20,2002-06-15,2004-07-20,False,False,,,,,,,,,
749,297,Holáň,Vilém,RNDr.,,1938-09-23,2021-03-06,M,594,Moravskoslezský,Moravia-Silesia,595.0,K,Koalice,Coalition,597,KDU-ČSL,Poslanecký klub Křesťanské a demokratické unie-Československé strany lidové,Political group Christian Democratic Union - Czechoslovak People's Party,2002-06-19,2006-06-15,2002-06-15,2006-06-15,False,False,,,,,,,,,
765,5268,Vostrá,Miloslava,Ing.,,1965-05-26,,Ž,582,Středočeský,Central Bohemia,154.0,KSCM,Komunistická strana Čech a Moravy,Communist Party of Bohemia and Moravia,1293,KSČM,Poslanecký klub Komunistické strany Čech a Moravy,Political group Communist Party of Bohemia and Moravia,2017-10-24,2021-10-20,2002-06-15,2006-06-15,False,False,,,,,,,,,
